course_id,course_name,course_slug,course_description,course_description_short,course_technology,course_topic,course_instructor_quote,section_id,section_name,section_description
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",162,SQL Best Practices,"There are many ways you can write your SQL code, but there are only a few that are considered professional. In this part of the course, we will teach you how to write professional code and how to adhere to professional best practices. To reinforce what you have learned, we will wrap up this section with an easy-to-understand practical example."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",163,Loading the Data,"One of the best features of our SQL training is that it uses a real-life database – the “Employees” database. We will use it to manipulate data in MySQL in all lessons. In this chapter, you will download the SQL file and will run it in Workbench."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",164,SQL SELECT STATEMENT,"When doing analysis with SQL, regardless of whether in that moment you are working on the administration of your relational database, on a business intelligence analysis, or are doing some preliminary work in the data science field, you will be constantly dealing with the SQL SELECT Statement. We cannot stress enough how important it is to have completely internalized the structure of this particular SQL statement. That's why, in this section, we will make sure you will learn and practice all the fundamentals of the SELECT Statement. We won't let you proceed before you feel comfortable using it."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",165,SQL INSERT Statement,"Apart from delivering the segment of the data you need from your database through the SELECT Statement, SQL also gives you the chance to manipulate your data. The Data Manipulation Language, DML, is the part of the SQL syntax that contains the commands that will allow you to do that. In this section, we will focus on the INSERT Statement, which is obviously about inserting data to a table from your database."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",166,SQL UPDATE Statement,"Still on the subject of manipulating your data set, in this section we will focus on another DML Statement: the UPDATE Statement. Sometimes you won't need to insert new data, but you will want to correct or update some of the existing data in your database. That's why you have the UPDATE Statement, which is there just for that!"
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",167,SQL DELETE Statement,"A bit trickier than the SQL INSERT and UPDATE Statements is the SQL DELETE Statement. Yes, it definitely is about removing information from your data set, but you must be prudent when using it. First, you risk losing data that you might actually need, and second, you shouldn't confuse it with the DROP and TRUNCATE statements. This section is devoted to clarifying all these subject matters."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",168,MySQL Aggregate Functions,"Aggregate functions come in handy when we want to perform some arithmetic operations with the data in our database. The most commonly-used aggregate functions in SQL are COUNT(), SUM(), MIN(), MAX(), and AVG()."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",169,SQL JOINs,"Joins are one of the most powerful and frequently-used tools in SQL. This is a tool you will need when combining the information from two or more tables. After completing this section, you will be able to use inner, left, right, and cross joins."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",170,SQL Subqueries,"Here, you will learn how to write subqueries, a key SQL tool for more advanced users. The section also includes a number of useful tips and tricks and aims to take your SQL skills to the next level."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",171,SQL Self Join,"Joins are one of the most powerful and frequently-used tools in SQL. This is a tool you will need when combining the information from two or more tables. After completing this section, you will be able to use inner, left, right, and cross joins."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",172,SQL Views,"The focus of this part of the course is the SQL View. A view in SQL is a virtual table whose contents are obtained from an existing table or tables. Using this, SQL Tools has several advantages that will all be discussed in this lecture."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",173,Stored Routines,"Stored routines are a set of SQL statements that have been pre-written and stored on a server, allowing users to re-run them at a later stage. You will learn how to create your own stored procedures and functions."
14,SQL,sql,"SQL is one of the fundamental programming languages you need to learn to work with databases. When you are a data scientist in a company and you need data to perform your analysis, you usually have two options: extract it on your own or contact the IT team. Of course, the ability to extract your own data is an extremely valuable skill to have. In this course, we will teach you everything you need to know in terms of database management and creating SQL queries.","Equipping you with the essential data science skills to effectively manage relational databases by extracting, transforming, and loading your data.",sql,programming,"SQL can be crucial for data analytics and business intelligence. I created this comprehensive, practical course that follows best teaching practices. My aim is to introduce you to topics not covered in other SQL courses and show you how to work with a real-life database.",174,Advanced SQL Topics,"In the last part of the training, you will learn advanced SQL topics like local variables, session variables, global variances, MySQL triggers, MySQL indexes, and the CASE Statement."
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",175,Introduction,"We start by explaining why credit risk is important for financial institutions. We also define ground 0 terms, such as expected loss, probability of default, loss given default and exposure at default.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",176,Dataset description,"Our example focuses on consumer loans. Since there are more than 100 potential features, we've devoted a complete section to explain why some features are chosen over others.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",177,General preprocessing,"Each raw datasets has its drawbacks. While most preprocessing is model specific, in some cases (like missing values imputation), we could generalize the data preparation.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",178,PD model: data preparation,"Once we have completed all general preprocessing, we dive into model-specific preprocessing. We employ fine classing, coarse classing, weight of evidence and information value criterion to achieve the probability of default preprocessing. Conventionally, we should turn all variables into dummy indicators prior to modeling.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",179,PD model estimation,"Having set up all variables to be dummies, we estimate the probability of default. The most intuitive and widely accepted approach is to employ a logistic regression.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",180,PD model validation (test),"Since each model overfits the training data, it is crucial to test the results on out-of-sample observations. Consequently, we find its accuracy, its area under the curve (AUC), the Gini coefficient and the Kolmogorov-Smirnov test.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",181,Applying the PD model for decision making,"In practice, banks don't really want a complicated Python-implemented model. Instead, they prefer a simple score-card which contains only yes and no questions that could be employed by any bank employee. In this section, we learn how to create one.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",182,PD model monitoring,"Model estimation is extremely important, but an often-neglected step is model maintenance. A common approach is to monitor the population stability over time using the population stability index (PSI) and revisit our model if needed.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",183,LGD and EAD models,"To calculate the final expected loss, we need three ingredients: probability of default (PD), loss given default (LGD) and exposure at default (EAD). In this section, we preprocess our data to be able to estimate the LGD and EAD models.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",184,LGD model,"LGD models are often estimated using a beta regression. To keep the modeling part simpler, we employ a two-step regression model, which aims to simulate a beta regression. We combine the predictions from a logistic regression with those from a linear regression to estimate the loss given default.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",185,EAD model,"The exposure at default (EAD) modeling is very similar to the LGD one. In this section, we take advantage of a linear regression to calculate EAD.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",186,Calculating expected loss,"After having calculated PD, LGD, and EAD, we reach the final step: computing expected loss (EL). This is also the number which is most interesting to C-level executives and is the finale of the credit risk modeling process.
"
15,Credit Risk Modeling in Python,credit-risk-modeling-in-python,"Credit risk modeling is the place where data science and fintech meet. It is one of the most important activities conducted in a bank, with the most attention since the recession. At present, it is the only comprehensive credit risk modeling course in Python available online – taking you from preprocessing, through probability of default (PD), loss given default (LGD) and exposure at default (EAD) modeling, all the way to calculating expected loss (EL).",Teaching you the programming behind how banks decide who should get a loan. You will learn risk modeling theory and advance your Python modeling skills.,python,financial analysis,"This is the perfect training if you’re into data science and are trying to stand out from the competition with increasingly in-demand skills. I will show you how to combine Python programming with credit risk modeling to create a model in a real-life working environment. Step by step, and exactly how it is performed in the industry.",451,Setting up the environment,Here you will learn how to set up Python 3 and load up Jupyter. We’ll also show you what the Anaconda Prompt is and how you can use it to download and import new modules.
16,Python Programmer Bootcamp,python-programmer-bootcamp,"This Python course will not only take your programming skills to the next level, but also give you a problem-solving superpower! In it, you will develop a thorough understanding of Python and its programming capabilities, as well as hone your computational thinking. Moreover, you will learn how to implement object-oriented programming (OOP), create Python charts in Matplotlib, and work with different IDEs like Spyder and Jupyter. As you progress , you’ll get to practice your skills with fun and challenging exercises like solving the Sierpinski Triangle and the Towers of Hanoi. Your instructor, Giles McMullen-Klein, is an Oxford-educated programmer who made proficient use of Python during his time at the University. Not only that but he is motivating, enthusiastic, and truly passionate about the programming language he teaches!",Developing your programming skills in Python and teaching you how to solve problems by thinking computationally.,python,programming,"By the time you reach the end of this course, you will be able to program in Python. You will have a very strong grasp of the core concepts and features of the language. Quite importantly, you will learn how to think computationally.",187,Course Introduction,"In this section, we look at what coding is and why it’s a useful skill to have. Coding is a superpower giving you the ability to complete tasks that would otherwise be impossible or very time-consuming. An understanding of how to code also helps your problem-solving skills. Coding is also a very sought after skill; one that is valued by employers. There are so many programming languages, we take a brief look at why that is and what the benefits are of choosing python.
"
16,Python Programmer Bootcamp,python-programmer-bootcamp,"This Python course will not only take your programming skills to the next level, but also give you a problem-solving superpower! In it, you will develop a thorough understanding of Python and its programming capabilities, as well as hone your computational thinking. Moreover, you will learn how to implement object-oriented programming (OOP), create Python charts in Matplotlib, and work with different IDEs like Spyder and Jupyter. As you progress , you’ll get to practice your skills with fun and challenging exercises like solving the Sierpinski Triangle and the Towers of Hanoi. Your instructor, Giles McMullen-Klein, is an Oxford-educated programmer who made proficient use of Python during his time at the University. Not only that but he is motivating, enthusiastic, and truly passionate about the programming language he teaches!",Developing your programming skills in Python and teaching you how to solve problems by thinking computationally.,python,programming,"By the time you reach the end of this course, you will be able to program in Python. You will have a very strong grasp of the core concepts and features of the language. Quite importantly, you will learn how to think computationally.",188,Setting up the environment,"Setting up Python can be one of the most challenging aspects of using it. There are so many different ways of installing it onto your computer and sometimes they can create conflicts that can be difficult to resolve. That’s why we’ve chosen to use Anaconda. It’s a simple installation, which we’ll walk through with you. You’ll have python up and running in a few minutes. Spyder is an IDE (integrated development environment) which is included with the Anaconda Python installation. IDEs are very useful when coding, as they put everything you need right at your fingertips. Here we show you the basics of Spyder.
"
16,Python Programmer Bootcamp,python-programmer-bootcamp,"This Python course will not only take your programming skills to the next level, but also give you a problem-solving superpower! In it, you will develop a thorough understanding of Python and its programming capabilities, as well as hone your computational thinking. Moreover, you will learn how to implement object-oriented programming (OOP), create Python charts in Matplotlib, and work with different IDEs like Spyder and Jupyter. As you progress , you’ll get to practice your skills with fun and challenging exercises like solving the Sierpinski Triangle and the Towers of Hanoi. Your instructor, Giles McMullen-Klein, is an Oxford-educated programmer who made proficient use of Python during his time at the University. Not only that but he is motivating, enthusiastic, and truly passionate about the programming language he teaches!",Developing your programming skills in Python and teaching you how to solve problems by thinking computationally.,python,programming,"By the time you reach the end of this course, you will be able to program in Python. You will have a very strong grasp of the core concepts and features of the language. Quite importantly, you will learn how to think computationally.",189,Python basics + Hands-on Coding,"It’s essential that you understand how the PRINT function works in Python. It’s what enables you to print output to the screen, it’s also useful when it comes to debugging - more on that later! Here you will receive a thorough grounding in how to use it.
"
16,Python Programmer Bootcamp,python-programmer-bootcamp,"This Python course will not only take your programming skills to the next level, but also give you a problem-solving superpower! In it, you will develop a thorough understanding of Python and its programming capabilities, as well as hone your computational thinking. Moreover, you will learn how to implement object-oriented programming (OOP), create Python charts in Matplotlib, and work with different IDEs like Spyder and Jupyter. As you progress , you’ll get to practice your skills with fun and challenging exercises like solving the Sierpinski Triangle and the Towers of Hanoi. Your instructor, Giles McMullen-Klein, is an Oxford-educated programmer who made proficient use of Python during his time at the University. Not only that but he is motivating, enthusiastic, and truly passionate about the programming language he teaches!",Developing your programming skills in Python and teaching you how to solve problems by thinking computationally.,python,programming,"By the time you reach the end of this course, you will be able to program in Python. You will have a very strong grasp of the core concepts and features of the language. Quite importantly, you will learn how to think computationally.",190,Variables and strings - Exercises,"Variables are the building blocks of all programming languages. This section introduces them, explains what they are and why they’re so important. We will show you how they are used in python.
"
16,Python Programmer Bootcamp,python-programmer-bootcamp,"This Python course will not only take your programming skills to the next level, but also give you a problem-solving superpower! In it, you will develop a thorough understanding of Python and its programming capabilities, as well as hone your computational thinking. Moreover, you will learn how to implement object-oriented programming (OOP), create Python charts in Matplotlib, and work with different IDEs like Spyder and Jupyter. As you progress , you’ll get to practice your skills with fun and challenging exercises like solving the Sierpinski Triangle and the Towers of Hanoi. Your instructor, Giles McMullen-Klein, is an Oxford-educated programmer who made proficient use of Python during his time at the University. Not only that but he is motivating, enthusiastic, and truly passionate about the programming language he teaches!",Developing your programming skills in Python and teaching you how to solve problems by thinking computationally.,python,programming,"By the time you reach the end of this course, you will be able to program in Python. You will have a very strong grasp of the core concepts and features of the language. Quite importantly, you will learn how to think computationally.",191,Conditionals,"If you want a computer to make decisions then you need to use conditionals. Conditionals enable computers to choose different outcomes based on the value of a variable. They are very powerful and key to being able to code in Python.
"
16,Python Programmer Bootcamp,python-programmer-bootcamp,"This Python course will not only take your programming skills to the next level, but also give you a problem-solving superpower! In it, you will develop a thorough understanding of Python and its programming capabilities, as well as hone your computational thinking. Moreover, you will learn how to implement object-oriented programming (OOP), create Python charts in Matplotlib, and work with different IDEs like Spyder and Jupyter. As you progress , you’ll get to practice your skills with fun and challenging exercises like solving the Sierpinski Triangle and the Towers of Hanoi. Your instructor, Giles McMullen-Klein, is an Oxford-educated programmer who made proficient use of Python during his time at the University. Not only that but he is motivating, enthusiastic, and truly passionate about the programming language he teaches!",Developing your programming skills in Python and teaching you how to solve problems by thinking computationally.,python,programming,"By the time you reach the end of this course, you will be able to program in Python. You will have a very strong grasp of the core concepts and features of the language. Quite importantly, you will learn how to think computationally.",192,For Loops,"Computers are very good at doing repetitive tasks. The for loop is one way of controlling how this is done. It allows you to request the computer to repeat blocks of code. In this section, you will learn how to use the for loop and just how handy it can be. We then look at the other type of loop - the while loop. In this section, we also take a look at a python data type called a list. We explore how, why and when to use it.
"
16,Python Programmer Bootcamp,python-programmer-bootcamp,"This Python course will not only take your programming skills to the next level, but also give you a problem-solving superpower! In it, you will develop a thorough understanding of Python and its programming capabilities, as well as hone your computational thinking. Moreover, you will learn how to implement object-oriented programming (OOP), create Python charts in Matplotlib, and work with different IDEs like Spyder and Jupyter. As you progress , you’ll get to practice your skills with fun and challenging exercises like solving the Sierpinski Triangle and the Towers of Hanoi. Your instructor, Giles McMullen-Klein, is an Oxford-educated programmer who made proficient use of Python during his time at the University. Not only that but he is motivating, enthusiastic, and truly passionate about the programming language he teaches!",Developing your programming skills in Python and teaching you how to solve problems by thinking computationally.,python,programming,"By the time you reach the end of this course, you will be able to program in Python. You will have a very strong grasp of the core concepts and features of the language. Quite importantly, you will learn how to think computationally.",193,Dictionaries,"Another Python data type. It’s essential to understand what a dictionary is and how to use it. They are widely used in data applications. We explore their uses and some applications in this section. We also cover modules, which give python a whole new set of features. You will learn how to import and use modules and we will introduce you to the counters module: very powerful but often overlooked. You will be introduced to the tuple, another data type and we will cover the zip function too.
"
16,Python Programmer Bootcamp,python-programmer-bootcamp,"This Python course will not only take your programming skills to the next level, but also give you a problem-solving superpower! In it, you will develop a thorough understanding of Python and its programming capabilities, as well as hone your computational thinking. Moreover, you will learn how to implement object-oriented programming (OOP), create Python charts in Matplotlib, and work with different IDEs like Spyder and Jupyter. As you progress , you’ll get to practice your skills with fun and challenging exercises like solving the Sierpinski Triangle and the Towers of Hanoi. Your instructor, Giles McMullen-Klein, is an Oxford-educated programmer who made proficient use of Python during his time at the University. Not only that but he is motivating, enthusiastic, and truly passionate about the programming language he teaches!",Developing your programming skills in Python and teaching you how to solve problems by thinking computationally.,python,programming,"By the time you reach the end of this course, you will be able to program in Python. You will have a very strong grasp of the core concepts and features of the language. Quite importantly, you will learn how to think computationally.",194,Files and Functions,"Python can handle files. It can open files, read files, write to files and manipulate the content of files. In this section, we will introduce you to some of the more common file handling methods in python. We also take a closer look at functions. We also cover a very important topic in computer science: recursion.
"
